person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,default
56,49757,MORTGAGE,19,PERSONAL,D,13101,19.69523622710689,0.18073953869552217,N,18,0
40,54636,OWN,29,DEBTCONSOLIDATION,D,8561,10.04287911677887,0.15489022540169436,Y,28,0
33,100097,MORTGAGE,34,DEBTCONSOLIDATION,C,9109,14.816206025360856,0.35101156917358894,N,6,0
21,68280,RENT,34,PERSONAL,A,17985,6.510665383138152,0.6558766103402316,N,12,0
30,44262,OWN,38,DEBTCONSOLIDATION,B,21305,17.357333088240736,0.6759304945798946,N,23,1
58,100435,RENT,26,MEDICAL,C,8357,18.317155324325544,0.4211603127901126,Y,20,1
57,82211,RENT,25,HOMEIMPROVEMENT,C,12120,12.57348419945567,0.6900405815225227,N,25,0
53,74842,MORTGAGE,13,PERSONAL,C,8677,24.088455606421476,0.014300530261435553,N,8,0
57,148583,RENT,16,MEDICAL,B,30611,22.483378429641366,0.037787958909961325,N,3,0
69,76979,OWN,17,HOMEIMPROVEMENT,A,23542,19.158818314799895,0.7303390589730269,Y,17,1
53,134524,OWN,28,HOMEIMPROVEMENT,C,19145,19.273041489874853,0.6225122246098737,N,13,1
37,101470,RENT,19,MEDICAL,B,24905,10.048034298843024,0.3660577860178047,Y,24,0
49,58197,MORTGAGE,26,VENTURE,D,12326,18.13630462176898,0.6053520038676099,N,16,1
34,61844,RENT,17,PERSONAL,A,14390,8.964125304710393,0.7649551747615031,N,2,0
46,84754,MORTGAGE,3,HOMEIMPROVEMENT,C,17392,7.880064478396442,0.6199507238662152,N,26,0
53,121868,OTHER,0,HOMEIMPROVEMENT,F,9984,24.989357884051604,0.6754733537164744,N,14,1
57,54157,OWN,0,DEBTCONSOLIDATION,B,5995,17.44751862946348,0.6108791992981488,N,24,1
52,97129,MORTGAGE,25,HOMEIMPROVEMENT,C,28981,13.61975745314381,0.14288676302249786,N,7,0
43,60042,RENT,19,MEDICAL,A,11767,10.763290457679027,0.668523546620132,N,14,0
34,81665,OWN,22,HOMEIMPROVEMENT,D,7243,17.07840887324455,0.16413596781912596,N,19,0
49,135512,RENT,9,VENTURE,C,27069,5.991870164401723,0.7151629491548762,N,4,0
61,136953,MORTGAGE,10,PERSONAL,C,29052,6.893619810095901,0.37233341948405,N,2,0
36,102856,OTHER,4,PERSONAL,C,29448,5.657133954807927,0.5448116343257126,N,16,0
24,47376,RENT,0,HOMEIMPROVEMENT,E,11275,14.983396665253235,0.4028202698257084,N,27,0
48,129049,MORTGAGE,16,EDUCATION,B,4057,17.01213258374365,0.0842528342391156,N,14,0
23,75554,RENT,21,EDUCATION,A,4087,6.2495952271564175,0.23967062302032544,N,6,0
29,34199,OWN,33,MEDICAL,E,17035,19.42448934997833,0.7871481646576348,Y,26,1
36,138533,OWN,28,EDUCATION,C,1454,9.607901430291289,0.7689646538191558,N,14,0
29,101412,OTHER,3,MEDICAL,E,24044,18.704029075397322,0.26318464914788237,N,23,0
36,70948,OWN,4,DEBTCONSOLIDATION,C,33955,24.637942800704913,0.7970744753537284,N,6,1
39,93781,RENT,10,MEDICAL,E,15638,18.822117401077023,0.6779854444425507,N,29,1
43,92750,RENT,20,EDUCATION,C,3627,22.663861058472172,0.49265800455148123,N,20,1
24,86262,RENT,34,HOMEIMPROVEMENT,D,23647,23.96397013486135,0.0416984500061975,N,22,0
53,137424,RENT,11,DEBTCONSOLIDATION,F,12059,14.73502096704631,0.7221429953353199,N,25,0
25,66600,RENT,25,EDUCATION,C,3895,19.046499588394138,0.4503691306188126,N,29,1
21,96898,MORTGAGE,18,MEDICAL,B,25889,22.039385071116836,0.696096159450188,Y,19,1
32,82483,OWN,6,VENTURE,B,1345,12.132178257487723,0.6691990047255365,N,22,0
62,38297,OWN,6,PERSONAL,B,34432,10.227946331207898,0.668074910008858,N,23,0
62,50448,RENT,25,EDUCATION,B,14231,23.931971455566774,0.561557349964775,N,11,1
67,46172,MORTGAGE,39,MEDICAL,B,33622,19.52607000737636,0.24021795955407843,Y,25,0
30,62874,MORTGAGE,4,DEBTCONSOLIDATION,C,4332,9.393642667516527,0.2755666036181707,Y,9,0
66,27657,RENT,20,EDUCATION,C,32832,13.981667853522268,0.2536906779403222,Y,16,0
42,104386,MORTGAGE,13,EDUCATION,C,12967,20.929035390756187,0.02583633963072611,Y,22,0
35,145617,OWN,3,PERSONAL,D,13607,15.941259818368842,0.4702294382797009,N,26,1
50,45425,RENT,22,MEDICAL,A,12958,17.99904196331778,0.562078599652366,N,21,1
30,46685,OWN,19,VENTURE,A,29166,20.075364040901047,0.6845541348849108,N,29,1
35,142000,OWN,14,DEBTCONSOLIDATION,B,3081,17.440183776179612,0.12073069237235698,N,26,0
27,132855,RENT,28,MEDICAL,C,10082,15.801586438443916,0.4399046876916734,N,28,1
23,44578,MORTGAGE,7,DEBTCONSOLIDATION,B,8918,19.99228568775547,0.01632643113228846,Y,24,0
59,48831,MORTGAGE,18,EDUCATION,B,28591,19.551260708644016,0.08512398169147628,N,23,0
23,27906,MORTGAGE,38,PERSONAL,C,29613,17.59744800366358,0.05282727792273452,N,5,0
44,81413,OWN,27,PERSONAL,E,19327,12.195788267638592,0.5831276468722347,Y,3,1
22,74028,OWN,26,HOMEIMPROVEMENT,A,14919,13.116241844005431,0.0740370554633065,N,25,0
51,27287,MORTGAGE,3,VENTURE,D,12314,24.408770977681947,0.5759978554314441,N,7,1
22,53660,OWN,14,PERSONAL,D,34304,7.247718645830517,0.2072035164843609,Y,29,0
46,95758,RENT,34,EDUCATION,D,10524,10.370098345056707,0.7033932389505823,Y,4,0
48,80504,OWN,36,VENTURE,F,7935,14.848035184086715,0.6523884908074132,N,8,0
51,79720,MORTGAGE,0,MEDICAL,A,2048,21.734593722875715,0.7666858718054685,Y,11,1
69,122979,OWN,2,PERSONAL,B,5565,8.273513274594556,0.7081719922118452,N,24,0
38,54701,RENT,23,VENTURE,E,23380,10.539092362492198,0.7473302411019144,Y,7,1
40,103300,MORTGAGE,26,EDUCATION,C,3907,6.31596435590478,0.6884064932455132,N,17,0
24,130177,RENT,39,HOMEIMPROVEMENT,C,33907,19.11970532101637,0.5577717014857357,N,3,1
37,37674,RENT,35,DEBTCONSOLIDATION,D,33440,9.764188709512322,0.14450473017909443,N,25,0
47,103560,RENT,33,DEBTCONSOLIDATION,D,6166,12.773495013419009,0.22464893989473345,N,18,0
61,131543,RENT,28,EDUCATION,F,25592,13.874028940593357,0.17805430324291577,N,14,0
41,43874,MORTGAGE,23,EDUCATION,G,10609,22.826278712129113,0.48683277224998245,N,2,1
40,63642,OWN,23,DEBTCONSOLIDATION,D,27005,13.226605806624736,0.4078597509991451,N,7,0
25,143867,RENT,3,HOMEIMPROVEMENT,B,8246,7.904500398304981,0.6949931977551548,Y,6,0
20,117820,MORTGAGE,2,VENTURE,E,12475,15.48629876680242,0.7626115645342698,Y,26,1
24,85160,MORTGAGE,33,DEBTCONSOLIDATION,A,16096,24.259159892972594,0.32983931279833406,N,14,0
60,37602,MORTGAGE,22,EDUCATION,B,34361,17.15371282101622,0.4100169370918418,N,29,1
31,123320,RENT,22,PERSONAL,E,4380,24.66774440921145,0.77749792187527,N,24,1
45,108801,OWN,4,MEDICAL,B,3285,21.822146178777402,0.22822876388228341,N,19,0
65,45931,OTHER,30,HOMEIMPROVEMENT,B,22949,5.719315124268256,0.6359887125334628,N,13,0
53,114377,MORTGAGE,5,HOMEIMPROVEMENT,A,15299,18.167991907540838,0.18793952284484458,N,8,0
68,49192,RENT,36,PERSONAL,E,4490,10.735337551157674,0.5483534911859649,N,16,0
33,66542,RENT,9,PERSONAL,C,19573,16.192337112894478,0.2103563458344657,Y,4,0
45,147015,OWN,39,EDUCATION,D,15049,10.586903818624531,0.7081493771767956,N,17,0
64,62520,MORTGAGE,6,DEBTCONSOLIDATION,B,18759,11.977408332105808,0.4535675755519747,N,2,0
46,84772,OWN,38,VENTURE,D,20290,23.463374235083588,0.15688757629076383,N,28,0
28,78762,OWN,37,HOMEIMPROVEMENT,D,10479,9.132863697834106,0.18725164880180398,N,17,0
45,70106,RENT,20,HOMEIMPROVEMENT,B,20816,22.48218236051661,0.40014086460939924,N,25,1
66,101121,MORTGAGE,19,PERSONAL,C,26683,5.609156161409937,0.7696656002041543,N,13,0
41,45559,MORTGAGE,2,DEBTCONSOLIDATION,B,28824,6.8175307673929675,0.6180173094680871,Y,20,0
66,125595,RENT,21,HOMEIMPROVEMENT,G,25124,22.093500827685272,0.3957646178324177,Y,28,1
49,53742,MORTGAGE,3,VENTURE,D,20745,17.611120618183907,0.2767981242041515,N,9,0
62,89669,OTHER,27,PERSONAL,F,24290,19.944722760791006,0.4439221097452697,N,24,1
67,100199,RENT,11,VENTURE,B,27256,9.188353416437085,0.6012050584086096,N,13,0
36,41754,OWN,37,DEBTCONSOLIDATION,D,3333,15.74166911180207,0.629303584877712,N,16,1
45,23972,RENT,35,HOMEIMPROVEMENT,D,5785,19.744384471426095,0.2664409504965863,Y,3,0
55,90831,MORTGAGE,4,MEDICAL,D,10089,17.54628274020525,0.579715821888963,N,18,1
20,132217,OWN,12,HOMEIMPROVEMENT,F,14616,14.43397533782419,0.5296531362285871,N,8,0
27,61873,OWN,22,DEBTCONSOLIDATION,C,8145,24.195675728754296,0.7676987106770722,N,14,1
68,114661,MORTGAGE,29,HOMEIMPROVEMENT,A,29650,18.523146669068907,0.7455613295013318,Y,2,1
54,126532,RENT,36,HOMEIMPROVEMENT,D,11389,23.15501600482476,0.6336096672268259,N,7,1
34,146267,MORTGAGE,24,EDUCATION,D,30786,19.595410231473625,0.5814818041953935,N,14,1
66,29903,OWN,26,HOMEIMPROVEMENT,C,16494,19.709270571953663,0.22649285586637793,N,12,0
41,23020,RENT,13,HOMEIMPROVEMENT,B,25162,6.600365395153586,0.6783125523178414,N,11,0
33,61755,MORTGAGE,35,VENTURE,C,27139,12.189292437078871,0.3477295059335593,N,17,0
45,105956,MORTGAGE,38,MEDICAL,B,17705,22.167388134393168,0.22507002857977532,N,28,0
47,106988,RENT,15,VENTURE,C,33430,9.65207724297512,0.3134869987832354,Y,27,0
42,65648,MORTGAGE,21,VENTURE,D,8277,7.310117323129324,0.6703890371130413,N,25,0
33,123537,MORTGAGE,20,PERSONAL,D,28815,11.522121132775869,0.12742024030652915,N,24,0
43,145991,RENT,20,EDUCATION,B,27473,9.408757697852279,0.3703654054846598,N,21,0
21,29516,OTHER,7,VENTURE,C,18816,23.505763895863105,0.3989624996782969,Y,18,0
64,132863,RENT,15,DEBTCONSOLIDATION,B,27804,22.359332840042622,0.038937461103067325,Y,18,0
45,135005,RENT,30,DEBTCONSOLIDATION,B,31022,14.993664605658083,0.16463936334305063,N,5,0
33,22396,RENT,9,HOMEIMPROVEMENT,D,22840,6.22687748967736,0.6631265185749267,N,6,0
26,104082,MORTGAGE,31,PERSONAL,F,20330,19.291246921863127,0.6663062369898609,N,29,1
22,39129,MORTGAGE,33,EDUCATION,C,13903,17.46823462672529,0.24100791626855592,N,24,0
66,148322,RENT,8,EDUCATION,D,15016,24.41109341456992,0.7011688153323618,N,15,1
42,21591,OWN,16,HOMEIMPROVEMENT,E,19591,16.17906480540754,0.6197085218639948,Y,21,1
65,31303,OWN,10,DEBTCONSOLIDATION,E,8459,11.727874468058188,0.34014691219837345,N,11,0
62,50561,RENT,31,MEDICAL,B,32432,15.380433871571116,0.6012410120799799,N,15,1
66,91719,MORTGAGE,9,PERSONAL,F,31054,24.585265828090325,0.769454358643897,N,29,1
64,138618,MORTGAGE,21,HOMEIMPROVEMENT,C,3885,18.92724865066061,0.37258607727162557,N,2,0
37,112108,OWN,16,PERSONAL,B,34190,18.439522758541024,0.1983574713732521,N,12,0
57,148748,OTHER,3,DEBTCONSOLIDATION,A,10867,9.813631794517708,0.7540350350396231,N,27,0
54,119616,OWN,24,DEBTCONSOLIDATION,C,33832,19.87205035121235,0.48695798796497264,Y,24,1
34,144165,OTHER,20,MEDICAL,A,20142,20.005436589435433,0.09315947835953597,N,19,0
44,106231,MORTGAGE,36,MEDICAL,B,11289,11.345779675518106,0.4624194245267847,N,17,0
56,27314,OWN,37,EDUCATION,B,21450,14.674276647814263,0.405458902664156,N,28,0
47,137071,RENT,0,PERSONAL,E,26063,10.89206665880912,0.6859152263196951,Y,19,1
29,39623,MORTGAGE,24,PERSONAL,E,33491,10.174101406485734,0.4292491999131819,Y,9,1
58,87675,OWN,35,DEBTCONSOLIDATION,B,850,5.517921404989703,0.21163362313198394,N,29,0
36,132992,RENT,16,EDUCATION,E,18812,10.704234893066642,0.5437588104532619,N,11,0
58,116826,RENT,23,HOMEIMPROVEMENT,E,24627,16.079398997565498,0.43863460750310834,N,27,1
41,85082,OWN,1,PERSONAL,D,29353,5.032023750980576,0.19410525633082926,N,11,0
45,149839,OWN,39,EDUCATION,A,34285,10.664381676193349,0.4631660077748972,N,6,0
63,103624,MORTGAGE,14,EDUCATION,D,19110,22.628206646465003,0.659013106532852,N,11,1
44,125228,MORTGAGE,31,DEBTCONSOLIDATION,F,24090,16.87297170214722,0.03257102500196825,N,19,0
36,53130,RENT,38,EDUCATION,D,29943,17.15725648161961,0.5083723205296382,N,22,1
32,71756,MORTGAGE,5,MEDICAL,B,7670,13.067286100527065,0.28617230466966975,N,25,0
39,117624,RENT,0,MEDICAL,C,13803,18.52944286984822,0.2412104421499451,N,7,0
44,46292,MORTGAGE,22,VENTURE,D,6707,8.798655324607182,0.32014432278527793,N,4,0
23,131785,MORTGAGE,38,DEBTCONSOLIDATION,C,12816,21.37493620768383,0.28019790475590556,Y,9,0
29,147331,OWN,16,HOMEIMPROVEMENT,A,6740,7.333782398717997,0.6674688942996689,N,10,0
22,106206,MORTGAGE,33,VENTURE,B,2393,18.120027093062184,0.22709027050664146,N,6,0
60,89274,RENT,28,MEDICAL,E,14253,11.82298651639366,0.5891908882542025,N,3,0
64,22469,OWN,8,VENTURE,E,11732,19.950259411649537,0.08430725798058508,N,3,0
37,73947,MORTGAGE,12,DEBTCONSOLIDATION,A,18009,15.9952910253204,0.7616031342626883,N,8,1
66,42534,OWN,5,DEBTCONSOLIDATION,F,3617,14.047060769574324,0.5016301434263559,Y,18,1
55,83620,RENT,5,EDUCATION,B,4542,8.38844804186494,0.5683076758652025,Y,11,0
66,68874,OWN,19,PERSONAL,D,27246,17.736429285687056,0.2454510723546163,N,13,0
41,69708,MORTGAGE,2,EDUCATION,D,14516,24.49539686840826,0.33555628927941056,N,3,0
53,94553,RENT,16,DEBTCONSOLIDATION,E,25522,21.5120684981403,0.18678492515407125,N,11,0
66,88344,RENT,11,MEDICAL,F,28438,6.2001638517802355,0.7467035077837569,N,21,0
27,69138,MORTGAGE,0,HOMEIMPROVEMENT,B,9287,12.524587567223822,0.3956025132100884,N,2,0
59,74302,MORTGAGE,16,MEDICAL,E,2486,23.511660183805436,0.5080540113698121,N,5,1
68,67638,RENT,2,EDUCATION,A,11442,15.060874951140429,0.5900749041192652,N,14,1
63,98249,RENT,25,HOMEIMPROVEMENT,D,17958,18.242236516163583,0.3031738119686358,Y,13,0
38,125865,RENT,14,DEBTCONSOLIDATION,D,12661,23.25198691182781,0.5788803070859216,N,12,1
61,22719,RENT,35,MEDICAL,D,21189,22.475893808397615,0.5440340669075088,Y,11,1
60,42890,OWN,31,DEBTCONSOLIDATION,B,29663,15.03640751081022,0.5674708737604178,Y,16,1
56,97236,MORTGAGE,31,HOMEIMPROVEMENT,E,34237,13.752926053152041,0.3964916211616442,N,6,0
25,56509,MORTGAGE,3,HOMEIMPROVEMENT,B,9272,11.793852369591741,0.31252053201037755,Y,26,0
45,62534,OWN,17,MEDICAL,A,1711,19.38038886325782,0.18544492868510198,N,18,0
53,122302,RENT,18,DEBTCONSOLIDATION,D,729,10.739735989430866,0.6614548187127054,N,29,0
64,112241,MORTGAGE,34,VENTURE,C,14845,9.997752128618004,0.4905965367600262,N,6,0
25,38787,OWN,39,DEBTCONSOLIDATION,E,32319,12.124997892075601,0.3610382349170211,N,3,0
56,146209,OTHER,13,HOMEIMPROVEMENT,C,17385,8.54430113757584,0.755756766301383,Y,10,0
